time,u_x,u_y,u_z
25.425883,-82.39792324133947,7.937370802326321,-0.8699818307647474
25.525883,-82.5267214590839,8.028651336864062,-1.093964845833668
25.625883,-82.64415123464323,8.104127165733132,-1.314057221509688
25.725883,-82.75026031427971,8.163236433534372,-1.529749855163332
25.825883,-82.84524902212182,8.205325753723383,-1.740377241353311
25.925883,-82.92973588252646,8.230115975094577,-1.945313951182725
26.025883,-83.00457527654932,8.237536310845792,-2.143952149544494
26.125883,-83.07056457300753,8.227159596798902,-2.335535845641306
26.225883,-83.12849449159292,8.198100183104515,-2.51904142954664
26.325883,-83.17937722360381,8.1495137302283,-2.693422846026077
26.425883,-83.22448654768679,8.080986738769841,-2.857942009705194
26.525883,-83.26521626171325,7.992335157823805,-3.012017075771381
26.625883,-83.30299495199233,7.883105844962769,-3.154846760922726
26.725883,-83.33940892762993,7.75257515391139,-3.285322440720779
26.825883,-83.37630291349747,7.600351709084658,-3.402357147435055
26.925883,-83.41568391024413,7.426763541886554,-3.505255677651196
27.025883,-83.45964021763285,7.232613225165862,-3.593565606724408
27.125883,-83.51038592905371,7.018686603523436,-3.666644817504553
27.225883,-83.57026128039459,6.785664630755141,-3.723609132903322
27.325883,-83.64152378980903,6.534587774129696,-3.763711522398551
27.425883,-83.72605623163565,6.267127907598606,-3.786670964601041
27.525883,-83.82537409394671,5.985338641566635,-3.792477046068178
27.625883,-83.94090202533786,5.691331053186087,-3.780912723148857
27.725883,-84.07404874021663,5.387208652421091,-3.751520186150818
27.825883,-84.22590603633398,5.075268328776061,-3.704054365993318
27.925883,-84.39695962956095,4.758066290635919,-3.638784651047267
28.025883,-84.58726585753445,4.438149468266059,-3.556251507047351
28.125883,-84.79689084332632,4.117870261981717,-3.456805728329122
28.225883,-85.02600296231503,3.799353179365116,-3.340585076258059
28.325883,-85.2745092998136,3.484461231035074,-3.207949397248081
28.425883,-85.54180203001208,3.174792053936565,-3.059720318757099
28.525883,-85.82710367184609,2.871670169970952,-2.896893186227922
28.625883,-86.13004450378995,2.576294017608471,-2.720219097768444
28.725883,-86.45070954915414,2.289919052901933,-2.530210817771944
28.825883,-86.78914975504297,2.013729065746037,-2.327548294250543
28.925883,-87.14503389992342,1.748657571797911,-2.11332513435353
29.025883,-87.51791011770932,1.495472075611893,-1.888840012402171
29.125883,-87.90770007533986,1.254996010324954,-1.655293240943003
29.225883,-88.31467577052031,1.028167855276496,-1.413792726982688
29.325883,-88.73898607950542,0.8157040763844186,-1.165542538922064
29.425883,-89.18041820604152,0.6178501031086174,-0.9118734856600075
29.525883,-89.6386756812314,0.4347302029173729,-0.6540888048538473
29.625883,-90.11378025346224,0.2668470559031687,-0.3934010215001731
29.725883,-90.60596768601708,0.1150815054536307,-0.131080751702209
29.825883,-91.11517967271588,-0.01982342392967801,0.1314315144576894
29.925883,-91.64087484383731,-0.1376161540717801,0.3926060079162103
30.000000,-92.04078290230797,-0.2136984257261076,0.5844066577237442
